"","popularity","acousticness","danceability","duration_ms","energy","liveness","loudness","speechiness","tempo","valence","length_title"
"15263",62,0.0036,0.489,236693,0.833,0.111,-5.348,0.054,135.431,0.307,16
"15264",54,0.109,0.539,354733,0.777,0.0599,-7.145,0.0696,104.385,0.44,11
"15265",47,0.0006929999999999,0.529,248333,0.649,0.347,-6.048,0.0272,78.996,0.363,19
"15266",37,0.00505,0.531,214000,0.832,0.101,-4.357,0.0396,145.981,0.527,5
"15267",53,0.118,0.699,232893,0.719,0.0913,-9.481,0.0312,138.958,0.831,9
"15268",44,5.62e-06,0.505,231600,0.965,0.0594,-2.848,0.0434,103.832,0.349,11
"15269",51,0.782,0.585,241307,0.345,0.131,-8.257,0.0294,124.013,0.176,3
"15270",60,0.00229,0.532,231667,0.878,0.0771,-4.431,0.0326,104.026,0.579,13
"15271",46,0.0561,0.32,185000,0.882,0.0894,-5.274,0.126,110.555,0.556,11
"15272",46,0.000411,0.476,205133,0.973,0.42,-3.541,0.0749,141.957,0.384,5
"15274",57,0.0961,0.523,272507,0.477,0.101,-9.076,0.0254,76.973,0.249,18
"15275",55,0.0941,0.728,291600,0.612,0.399,-10.106,0.0499,130.016,0.437,11
"15276",56,0.00213,0.587,219973,0.744,0.114,-4.611,0.0742,118.962,0.236,6
"15277",52,0.00969,0.616,349267,0.706,0.111,-6.846,0.0233,89.998,0.655,32
"15278",55,0.0562,0.517,258601,0.698,0.0683,-9.258,0.0407,129.973,0.131,14
"15281",64,0.774,0.538,318187,0.61,0.0909,-8.027,0.0392,152.999,0.199,21
"15282",50,0.139,0.694,199120,0.606,0.122,-6.06,0.0388,132.052,0.114,4
"15284",43,0.814,0.473,255053,0.296,0.392,-9.834,0.0394,84.646,0.0917,8
"15285",53,0.116,0.644,190375,0.591,0.141,-7.218,0.0296,107.034,0.494,8
"15286",56,0.109,0.718,226533,0.703,0.208,-7.162,0.0382,87.975,0.858,10
"15287",55,0.35,0.6,195789,0.871,0.0584,-4.527,0.0492,113.967,0.511,54
"15288",48,0.157,0.574,298893,0.456,0.251,-5.66,0.0259,62.261,0.234,11
"15289",58,0.0146,0.708,223333,0.749,0.0913,-5.64,0.0897,141.957,0.382,15
"15290",50,0.034,0.538,257733,0.656,0.109,-6.172,0.0287,127.5,0.165,14
"15292",41,0.0189,0.555,314533,0.682,0.125,-7.168,0.0448,120.051,0.353,9
"15293",45,0.047,0.55,157053,0.875,0.109,-8.255,0.0419,102.97,0.521,4
"15294",50,0.0266,0.65,179334,0.819,0.348,-3.389,0.031,95.958,0.895,4
"15295",45,0.53,0.604,248413,0.631,0.123,-10.06,0.0892,85.082,0.494,23
"15296",39,0.837,0.28,251733,0.301,0.226,-13.258,0.069,61.421,0.188,9
"15297",49,2.65e-05,0.508,226013,0.963,0.281,-2.449,0.102,138.009,0.242,20
"15298",51,4.43e-05,0.521,181507,0.956,0.53,-5.019,0.144,100.496,0.3,16
"15299",48,0.232,0.895,127268,0.526,0.195,-7.75,0.19,100.949,0.587,4
"15301",40,0.0534,0.599,193840,0.677,0.0693,-6.551,0.0402,145.073,0.674,20
"15303",50,0.000799,0.536,185435,0.655,0.229,-3.713,0.0336,136.006,0.552,18
"15304",51,0.0231,0.401,222547,0.698,0.149,-6.321,0.0393,166.373,0.347,16
"15305",44,0.00561,0.641,214627,0.833,0.159,-4.327,0.0326,138.144,0.559,4
"15306",45,0.0246,0.666,206493,0.873,0.0543,-5.072,0.0273,114.006,0.945,5
"15307",55,0.0452,0.828,166172,0.761,0.205,-2.212,0.159,129.916,0.262,7
"15308",46,0.0168,0.433,204480,0.879,0.0688,-5.395,0.067,79.982,0.536,17
"15310",72,0.0264,0.451,216933,0.97,0.102,-4.938,0.107,122.444,0.198,10
"15312",46,0.686,0.424,136920,0.69,0.498,-8.205,0.153,86.585,0.683,9
"15313",59,0.206,0.552,238267,0.709,0.158,-5.448,0.027,124.089,0.291,12
"15314",62,0.975,0.377,334570,0.255,0.102,-11.165,0.0387,125.004,0.37,9
"15315",60,0.669,0.591,227160,0.627,0.127,-6.903,0.0935,191.944,0.741,12
"15317",46,0.00221,0.5,185040,0.935,0.131,-3.513,0.0565,158,0.677,6
"15318",48,0.000921,0.556,223613,0.93,0.108,-3.62,0.0538,100.143,0.514,11
"15319",48,0.00187,0.632,214667,0.918,0.0458,-6.085,0.0622,92.006,0.846,10
"15320",44,0.000474,0.466,154031,0.877,0.406,-4.174,0.172,120.178,0.566,17
"15321",44,0.125,0.796,243042,0.307,0.109,-12.4,0.101,157.999,0.284,10
"15322",44,0.00221,0.428,256293,0.923,0.105,-4.121,0.162,140.224,0.0469,13
"15323",46,0.0014199999999999,0.359,229973,0.897,0.105,-6.359,0.095,157.88,0.355,11
"15324",79,0.0576,0.559,264307,0.345,0.141,-13.496,0.0459,84.581,0.458,16
"15325",69,0.00252,0.576,283400,0.989,0.0243,-1.909,0.112,141.957,0.352,12
"15326",54,0.668,0.548,200120,0.367,0.144,-9.271,0.0309,147.946,0.416,23
"15327",55,0.000364,0.349,241760,0.972,0.119,-3.144,0.0951,196.216,0.652,20
"15328",63,0.568,0.741,288532,0.397,0.153,-9.34,0.035,85.049,0.418,13
"15329",64,0.388,0.272,240400,0.281,0.158,-7.634,0.0287,89.914,0.141,6
"15330",48,0.0070599999999999,0.572,215080,0.868,0.121,-4.833,0.047,118.011,0.248,34
"15331",47,0.000745,0.576,209833,0.97,0.143,-1.667,0.0686,141.957,0.591,23
"15334",58,3.19e-06,0.333,212653,0.959,0.299,-4.348,0.072,137.052,0.242,7
"15335",51,0.000155,0.412,203921,0.896,0.134,-3.807,0.0967,172.343,0.434,14
"15336",54,0.147,0.852,216547,0.572,0.186,-5.086,0.149,90.939,0.569,8
"15337",50,0.0136,0.5,231187,0.873,0.112,-5.321,0.0659,120.082,0.177,17
"15339",51,0.0112,0.669,150773,0.9,0.362,-4.605,0.0305,123.716,0.885,28
"15340",50,0.023,0.382,177600,0.82,0.115,-5.269,0.109,166.862,0.473,19
"15342",47,0.000112,0.407,146160,0.951,0.349,-4.794,0.0977,141.957,0.425,16
"15343",56,0.0291,0.452,181733,0.81,0.118,-4.748,0.0422,167.143,0.439,10
"15344",53,0.961,0.614,322994,0.383,0.079,-8.763,0.0268,109.008,0.133,14
"15346",71,0.00461,0.498,231480,0.83,0.139,-5.157,0.0421,89.342,0.453,27
"15348",57,0.000158,0.531,275178,0.984,0.168,-7.243,0.0607,120.016,0.133,9
"15349",58,0.177,0.676,256344,0.747,0.221,-4.639,0.0342,106.021,0.449,20
"15350",64,0.0226,0.666,191565,0.775,0.254,-5.458,0.0979,144.998,0.59,7
"15351",52,0.00025,0.295,289200,0.883,0.137,-3.897,0.0446,141.957,0.118,10
"15352",52,0.0067599999999999,0.741,221427,0.634,0.337,-6.625,0.0264,113.999,0.951,7
"15353",65,0.0428,0.478,146597,0.666,0.336,-7.766,0.0566,149.974,0.718,2
"15355",46,5.49e-05,0.478,220793,0.776,0.295,-5.457,0.0345,82.019,0.378,13
"15356",57,0.0147,0.558,234613,0.817,0.384,-3.619,0.0481,76.004,0.429,9
"15357",49,0.000174,0.314,241033,0.962,0.093,-4.81,0.191,144.125,0.298,11
"15358",57,0.571,0.622,191985,0.543,0.16,-6.291,0.0832,80.027,0.537,4
"15359",45,0.0148,0.531,300427,0.906,0.193,-3.227,0.0409,118.94,0.148,11
"15360",65,0.00251,0.443,202213,0.844,0.085,-5.414,0.0425,76.001,0.452,5
"15362",68,0.0196,0.484,274160,0.841,0.148,-5.438,0.0291,92.124,0.304,12
"15363",47,0.000585,0.522,226213,0.992,0.665,-3.234,0.114,124.983,0.365,20
"15364",55,0.312,0.363,230400,0.536,0.128,-8.124,0.0632,200.173,0.106,5
"15365",55,0.0090099999999999,0.452,208827,0.962,0.065,-3.063,0.0831,164.032,0.566,14
"15366",47,0.00109,0.327,226827,0.924,0.13,-3.141,0.0738,194.878,0.409,8
"15367",49,0.033,0.442,292276,0.836,0.621,-2.366,0.0322,140.008,0.627,20
"15368",55,0.868,0.72,128157,0.772,0.0696,-5.48,0.0335,77.493,0.884,11
"15369",49,0.0137,0.547,161947,0.639,0.305,-6.958,0.117,90.098,0.399,32
"15370",50,0.283,0.593,216771,0.711,0.208,-6.593,0.0301,121.96,0.25,29
"15371",45,0.00105,0.509,259787,0.961,0.115,-5.919,0.116,97.985,0.327,16
"15372",42,0.000354,0.376,268133,0.944,0.11,-3.688,0.11,140.424,0.529,16
"15373",60,0.000479,0.516,258453,0.905,0.198,-5.613,0.0399,129.999,0.612,28
"15374",49,0.818,0.672,214413,0.429,0.205,-7.364,0.0298,127.91,0.482,16
"15375",44,0.263,0.512,294533,0.455,0.157,-4.551,0.0249,106.006,0.135,8
"15378",47,0.0131,0.46,195440,0.898,0.148,-4.647,0.0814,142.136,0.681,24
"15382",53,0.0057,0.285,286373,0.943,0.151,-3.06,0.0957,111.231,0.429,16
"15383",55,0.000583,0.595,223427,0.894,0.326,-4.115,0.0323,141.957,0.643,17
"15385",55,0.765,0.621,295131,0.3,0.11,-9.135,0.0559999999999999,81.098,0.369,8
"15387",50,0.0316,0.488,207960,0.841,0.107,-5.829,0.0969999999999999,143.815,0.365,14
"15388",57,0.000316,0.593,235689,0.848,0.067,-6.341,0.0408,125.026,0.47,15
"15389",49,0.0257,0.642,191427,0.859,0.094,-5.613,0.0599,99.975,0.7,18
"15390",49,0.0407,0.395,222267,0.648,0.0868,-7.372,0.027,80.286,0.246,22
"15391",61,0.0171,0.64,188615,0.653,0.119,-6.039,0.0281,129.986,0.611,10
"15392",50,0.000557,0.518,318307,0.762,0.132,-8.276,0.0429,114.984,0.0697,24
"15393",73,0.71,0.646,179423,0.648,0.108,-8.602,0.0372,75.004,0.466,10
"15394",47,0.334,0.657,172933,0.464,0.106,-5.3,0.0311,141.957,0.351,19
"15396",63,0.000107,0.392,261680,0.976,0.271,-2.189,0.107,199.888,0.521,13
"15397",21,0.00113,0.241,186187,0.95,0.377,-5.28,0.116,133.669,0.242,10
"15399",61,0.0206,0.527,255573,0.838,0.07,-6.013,0.0323,117.454,0.721,10
"15400",51,4.62e-06,0.513,209493,0.976,0.117,-3.117,0.17,141.957,0.133,11
"15402",43,0.000959,0.516,261067,0.738,0.18,-4.45,0.0328,82.071,0.342,9
"15403",43,0.0196,0.408,264627,0.728,0.462,-4.287,0.034,95.438,0.632,20
"15404",59,0.692,0.314,252867,0.399,0.11,-9.199,0.0501,169.525,0.302,8
"15405",52,0.00394,0.707,220337,0.632,0.536,-6.743,0.0381,123.97,0.369,15
"15407",49,0.0216,0.518,187133,0.846,0.0871,-3.313,0.07,158.74,0.278,9
"15409",46,0.359,0.644,134689,0.453,0.136,-9.547,0.0367,75.492,0.538,7
"15410",55,0.227,0.735,283840,0.519,0.0842,-7.516,0.0243,141.957,0.57,17
"15411",47,0.000775,0.597,242471,0.733,0.0612,-5.238,0.0348,144.028,0.639,14
"15412",53,0.0559999999999999,0.242,276427,0.859,0.38,-8.4,0.0663,96.929,0.671,12
"15413",55,0.0004969999999999,0.503,162667,0.849,0.11,-3.606,0.0328,89.328,0.512,7
"15415",40,0.174,0.482,230787,0.544,0.131,-7.217,0.0283,141.957,0.404,13
"15416",46,0.00744,0.613,244560,0.939,0.155,-4.157,0.0388,141.957,0.598,14
"15418",53,0.0095599999999999,0.377,195160,0.832,0.401,-4.636,0.109,147.202,0.788,9
"15420",48,0.0737,0.59,232013,0.816,0.188,-5.055,0.0292,80.005,0.519,17
"15421",54,6.29e-06,0.429,164093,0.991,0.0389,-4.824,0.0874,141.957,0.607,24
"15423",39,0.00154,0.571,207633,0.517,0.112,-6.757,0.033,132.996,0.465,12
"15424",53,0.0695,0.679,293173,0.409,0.079,-10.41,0.0313,131.982,0.31,9
"15425",57,0.0131,0.642,284400,0.931,0.215,-4.142,0.0417,152.005,0.548,15
"15426",39,0.0105,0.592,264427,0.488,0.113,-10.173,0.0247,102.103,0.113,11
"15427",48,0.902,0.194,213730,0.324,0.109,-12.412,0.0338,169.758,0.157,17
"15428",56,0.207,0.33,222279,0.556,0.315,-11.494,0.0796,173.828,0.506,19
"15429",59,0.224,0.581,270680,0.826,0.0506,-5.603,0.0816,168.561,0.573,7
"15430",55,0.319,0.735,182264,0.329,0.111,-12.309,0.0359,91.004,0.335,21
"15431",52,0.274,0.524,213040,0.464,0.125,-10.446,0.142,141.957,0.416,9
"15432",43,0.791,0.425,212973,0.33,0.135,-9.038,0.0313,113.201,0.0764,7
"15434",57,0.0702,0.594,318333,0.262,0.256,-10.573,0.0341,123.518,0.216,15
"15435",40,0.0252,0.585,229933,0.782,0.108,-4.361,0.0461,133.011,0.591,6
"15436",55,8.53e-06,0.493,223547,0.936,0.358,-4.525,0.0331,93.501,0.683,11
"15437",48,0.359,0.604,214973,0.204,0.111,-22.191,0.0316,167.335,0.805,10
"15438",48,0.000828,0.442,261787,0.915,0.305,-3.646,0.0434,76.01,0.411,15
"15439",48,0.32,0.428,217600,0.82,0.379,-5.504,0.0803,143.366,0.269,8
"15440",57,0.255,0.58,206825,0.488,0.108,-10.585,0.0262,131.998,0.13,35
"15441",56,0.862,0.515,216173,0.286,0.106,-11.776,0.0378,115.076,0.284,22
"15442",52,0.183,0.481,218387,0.71,0.147,-4.785,0.0298,140.062,0.188,4
"15444",61,0.00648,0.442,374973,0.951,0.0887,-5.27,0.11,154.004,0.158,12
"15445",53,4.65e-05,0.376,244587,0.939,0.109,-2.094,0.0781,167.904,0.529,14
"15447",54,0.519,0.403,195973,0.498,0.267,-6.888,0.0332,128.192,0.351,18
"15448",55,0.0057399999999999,0.459,278067,0.908,0.292,-5.88,0.0818,102.132,0.145,10
"15450",48,0.000661,0.359,285280,0.933,0.117,-6.885,0.0807,104.922,0.0969999999999999,22
"15452",44,0.0676,0.632,217000,0.702,0.227,-5.301,0.0289,88.036,0.902,13
"15453",56,0.001,0.395,163760,0.902,0.327,-5.808,0.176,141.957,0.632,15
"15454",60,2.99e-05,0.462,214853,0.89,0.0685,-4.853,0.0382,155.008,0.383,7
"15455",45,0.616,0.225,350880,0.695,0.297,-5.899,0.0397,101.068,0.105,9
"15456",43,0.00149,0.464,212493,0.688,0.169,-5.352,0.0298,141.957,0.228,13
"15457",58,0.103,0.367,306253,0.739,0.0912,-7.987,0.0411,175.877,0.328,21
"15458",52,0.114,0.709,252920,0.778,0.218,-5.59,0.0361,113.993,0.723,19
"15459",53,0.274,0.805,344947,0.622,0.102,-10.902,0.141,122.006,0.716,8
"15461",46,0.929,0.303,302253,0.28,0.117,-12.697,0.0297,102.221,0.245,25
"15463",54,2.66e-05,0.476,250213,0.809,0.0886,-4.434,0.0327,83.957,0.558,12
"15464",65,0.637,0.693,203240,0.369,0.0951,-12.683,0.175,140.148,0.141,3
"15466",47,0.000909,0.487,226947,0.849,0.173,-3.969,0.0384,141.957,0.155,16
"15468",47,0.703,0.356,293803,0.428,0.211,-9.459,0.0321,143.658,0.104,19
"15469",58,0.00589,0.631,297267,0.804,0.16,-5.492,0.166,79.898,0.671,6
"15470",58,0.00456,0.663,254620,0.913,0.481,-5.014,0.0544,108.01,0.897,5
"15471",59,0.0676,0.426,239547,0.705,0.0998,-3.552,0.0411,109.977,0.292,10
"15472",40,0.248,0.58,282973,0.586,0.0968,-9.318,0.173,81.748,0.42,21
"15473",48,0.142,0.637,126467,0.821,0.261,-5.065,0.0342,104.34,0.734,37
"15474",50,0.344,0.746,243511,0.75,0.0771,-7.276,0.0365,144.027,0.453,6
"15475",46,0.0827,0.653,240387,0.632,0.0669,-6.866,0.0993,128.02,0.323,6
"15476",47,0.276,0.499,290333,0.448,0.0993,-7.865,0.0333,135.914,0.236,20
"15478",51,0.000495,0.415,209267,0.871,0.0875,-3.524,0.04,141.997,0.254,9
"15479",53,0.00085,0.452,215307,0.965,0.0741,-3.388,0.141,188.151,0.743,18
"15480",51,0.628,0.606,128497,0.644,0.133,-8.661,0.0305,93.928,0.743,9
"15481",42,0.000522,0.6,192957,0.914,0.35,-4.412,0.19,147.014,0.597,41
"15484",51,0.107,0.598,138173,0.841,0.154,-6.652,0.0563,116.077,0.367,17
"15485",57,0.000319,0.493,262493,0.896,0.0869,-4.569,0.0365,117.964,0.0791,13
"15486",54,0.00045,0.452,272503,0.956,0.233,-3.239,0.0886,100.223,0.183,12
"15487",43,0.0141,0.686,275853,0.581,0.092,-10.199,0.0422,119.988,0.555,9
"15488",51,0.183,0.399,240400,0.914,0.244,-4.591,0.0319,94.511,0.691,30
"15489",41,0.0025,0.607,266707,0.942,0.158,-3.044,0.0493,110.009,0.653,30
"15490",51,0.15,0.476,241449,0.415,0.331,-11.478,0.0289,143.819,0.321,6
"15491",67,0.849,0.444,257380,0.287,0.161,-10.631,0.0375,141.957,0.246,4
"15492",65,0.0169,0.492,224225,0.76,0.201,-6.388,0.0312,166.018,0.642,17
"15494",50,0.0335,0.741,182692,0.78,0.117,-6.779,0.118,117.098,0.623,42
"15496",60,0.154,0.572,223907,0.712,0.347,-6.085,0.0336,123.994,0.307,10
"15497",57,0.354,0.878,259560,0.86,0.572,-3.742,0.0616,146.97,0.961,14
"15499",42,0.0167,0.397,167893,0.606,0.123,-5.312,0.0303,160.018,0.237,13
"15500",61,0.000328,0.525,199950,0.964,0.0527,-3.451,0.0571,90.013,0.385,17
"15501",43,0.114,0.722,223493,0.847,0.436,-5.342,0.0451,108.014,0.715,15
"15502",46,0.107,0.413,250307,0.833,0.447,-7.982,0.0445,141.957,0.402,7
"15503",55,0.00228,0.404,276223,0.964,0.0888,-4.569,0.115,141.957,0.24,7
"15505",48,0.203,0.422,411080,0.503,0.11,-8.553,0.0273,155.996,0.19,5
"15507",58,0.0209,0.718,247333,0.516,0.283,-4.953,0.147,73.739,0.337,5
"15508",57,0.779,0.276,175453,0.358,0.0728,-7.684,0.0443,81.977,0.13,12
"15509",60,0.366,0.678,243133,0.414,0.0885,-10.144,0.0498,130.031,0.355,5
"15510",42,0.00737,0.407,267347,0.669,0.135,-5.166,0.0337,178.21,0.197,11
"15511",51,0.0012699999999999,0.687,203913,0.898,0.0743,-3.926,0.0464,100.014,0.436,12
"15512",60,0.000372,0.615,185093,0.657,0.132,-6.873,0.0289999999999999,109.95,0.792,4
"15513",45,0.00153,0.358,219987,0.874,0.0653,-4.814,0.0408,174.009,0.299,10
"15515",45,0.774,0.422,295065,0.377,0.108,-8.705,0.0267,135.97,0.203,8
"15516",64,0.0978,0.774,210094,0.656,0.0643,-4.215,0.0357,95.007,0.854,9
"15517",53,0.00796,0.435,220627,0.976,0.357,-2.5,0.0906,164.056,0.553,10
"15518",53,0.605,0.67,221441,0.262,0.162,-7.574,0.117,125.815,0.516,6
"15520",64,0.14,0.622,242341,0.46,0.119,-8.389,0.0372,183.241,0.514,13
"15521",44,0.262,0.908,140507,0.623,0.205,-6.754,0.0648,129.968,0.576,4
"15522",11,0.0129,0.315,405667,0.583,0.122,-8.244,0.0313,145.465,0.408,18
"15523",51,0.00837,0.509,225188,0.871,0.124,-5.855,0.0519,80.008,0.351,14
"15524",49,4.33e-06,0.541,292587,0.91,0.79,-5.114,0.0529,125.076,0.397,21
"15526",59,0.062,0.524,230587,0.805,0.209,-4.08,0.065,152.044,0.354,10
"15527",48,0.0356,0.574,228056,0.8,0.424,-5.686,0.0405,73.588,0.421,18
"15529",48,0.0553,0.425,239973,0.862,0.221,-3.996,0.0659,141.957,0.459,10
"15530",57,0.0137,0.579,256560,0.731,0.113,-4.16,0.0452,126.07,0.284,9
"15531",41,0.1,0.358,213440,0.858,0.134,-4.901,0.0456,158.115,0.338,10
"15532",51,0.0007639999999999,0.491,240773,0.91,0.326,-2.812,0.0464,78.06,0.345,12
"15533",59,6.36e-06,0.427,265640,0.906,0.169,-3.488,0.0472,133.926,0.539,26
"15534",42,0.587,0.474,239987,0.549,0.0849,-8.92,0.0684,84.879,0.436,7
"15535",51,0.0206,0.606,294027,0.977,0.179,-3.642,0.06,109.41,0.809,19
"15537",45,0.77,0.718,287060,0.236,0.123,-13.623,0.105,83.113,0.43,9
"15538",64,0.0217,0.748,233573,0.842,0.357,-3.107,0.0265,119.023,0.945,37
"15539",44,5.26e-05,0.325,247839,0.834,0.112,-5.015,0.0411,78.198,0.511,15
"15541",53,0.00109,0.353,194133,0.986,0.0944,-2.933,0.149,191.987,0.756,15
"15542",44,0.0246,0.553,243173,0.871,0.181,-5.31,0.0589,144.064,0.474,10
"15543",45,0.684,0.7,209880,0.561,0.126,-6.054,0.0413,108.951,0.663,17
"15544",55,0.0159,0.74,217679,0.546,0.209,-5.674,0.0498,130.028,0.375,4
"15546",55,0.0571,0.869,198040,0.7,0.0691,-4.966,0.0419,141.957,0.983,16
"15547",69,0.00163,0.504,214520,0.891,0.148,-5.632,0.137,153.988,0.628,14
"15548",48,0.0103,0.46,177107,0.99,0.308,-1.054,0.124,91.003,0.439,18
"15549",42,0.0138,0.572,206880,0.932,0.505,-5.13,0.113,161.973,0.741,18
"15550",45,0.227,0.835,252632,0.386,0.109,-8.559,0.0896,114.048,0.347,13
"15551",57,0.000329,0.499,315173,0.966,0.151,-4.679,0.11,138.042,0.215,16
"15554",48,0.0505,0.722,237920,0.828,0.114,-3.227,0.19,117.693,0.275,19
"15556",63,0.0106,0.445,225280,0.953,0.281,-2.463,0.0704,172.063,0.475,13
"15557",57,0.0185,0.5,219721,0.675,0.201,-9.166,0.043,122.813,0.614,13
"15558",47,0.0114,0.233,294720,0.917,0.313,-3.389,0.0612,157.208,0.2,16
"15559",48,0.000197,0.454,216187,0.989,0.328,-2.644,0.0991,141.957,0.169,24
"15560",47,0.152,0.69,182733,0.577,0.121,-9.497,0.0448,92.985,0.472,32
"15561",50,4.68e-06,0.48,244387,0.953,0.0805,-5.061,0.0889,95.016,0.268,10
"15562",59,0.768,0.738,206373,0.418,0.135,-9.452,0.032,134.855,0.592,9
"15564",43,0.00264,0.362,289720,0.92,0.0868,-5.217,0.155,138.032,0.169,11
"15565",43,0.614,0.481,317333,0.644,0.718,-7.933,0.0957,147.932,0.424,50
"15566",60,0.00671,0.426,313947,0.94,0.14,-5.279,0.0423,144.49,0.466,21
"15567",41,0.0205,0.376,341387,0.501,0.0748,-7.431,0.0287,106.069,0.39,17
"15568",49,0.492,0.54,236061,0.453,0.0974,-8.405,0.0341,140.053,0.174,5
"15569",49,0.546,0.353,411733,0.363,0.961,-9.107,0.0333,141.957,0.213,22
"15572",51,0.0022,0.509,189131,0.825,0.0961,-3.627,0.0525,102.999,0.653,20
"15573",44,0.0216,0.519,321360,0.437,0.375,-12.97,0.0325,134.933,0.0356,34
"15574",50,0.0001889999999999,0.361,361533,0.992,0.285,-2.69,0.136,101.579,0.32,27
"15575",45,0.0085,0.42,215107,0.931,0.0991,-5.141,0.0679,147.489,0.697,8
"15576",50,0.0592,0.586,230537,0.766,0.126,-7.492,0.0694,145.064,0.126,10
"15577",55,0.0030399999999999,0.598,232240,0.808,0.147,-5.209,0.0388,128.025,0.288,7
"15578",60,0.217,0.539,168760,0.836,0.303,-5.365,0.0654,135.596,0.759,15
"15579",55,0.00171,0.408,241200,0.973,0.413,-2.403,0.12,179.938,0.617,20
"15581",41,0.0778,0.791,255120,0.417,0.109,-7.068,0.0577,93.967,0.423,57
"15583",47,0.0207,0.625,257598,0.646,0.654,-5.861,0.0827,141.957,0.478,13
"15585",47,0.00182,0.633,234773,0.972,0.657,-3.026,0.0616,109.998,0.416,12
"15586",49,0.101,0.53,231640,0.504,0.106,-6.71,0.0251,77.295,0.56,16
"15591",54,0.0492,0.512,218789,0.86,0.0968,-5.139,0.0604,154.995,0.366,8
"15592",62,0.0814,0.728,237240,0.94,0.109,-5.034,0.0368,113.76,0.967,31
"15593",42,0.76,0.606,182373,0.321,0.095,-9.533,0.0295,91.327,0.502,21
"15594",68,0.132,0.627,226627,0.476,0.716,-7.231,0.0249,83,0.5,13
"15595",45,0.000517,0.538,241853,0.919,0.123,-4.994,0.0778,102.005,0.246,6
"15596",54,0.278,0.346,233373,0.511,0.122,-10.022,0.044,134.927,0.212,10
"15597",47,0.0166,0.563,199867,0.959,0.13,-3.036,0.0421,137.942,0.81,30
"15600",48,0.23,0.622,196227,0.448,0.102,-10.709,0.0265,141.957,0.553,5
"15601",56,0.00699,0.605,205878,0.864,0.123,-4.066,0.065,92.057,0.431,9
"15602",58,0.000484,0.348,187907,0.893,0.281,-4.589,0.0662,141.957,0.392,8
"15603",53,0.0719,0.727,207707,0.732,0.17,-7.422,0.154,114.918,0.436,31
"15604",45,0.081,0.63,198320,0.663,0.101,-6.728,0.0315,155.964,0.683,5
"15606",53,7.66e-06,0.531,220413,0.979,0.0944,-4.686,0.0663,110.023,0.472,26
"15607",50,0.241,0.598,290560,0.669,0.131,-7.691,0.0281,117.274,0.297,16
"15608",44,1.32e-05,0.532,236560,0.598,0.0729,-5.826,0.0276,92.033,0.133,13
"15610",54,0.0859,0.704,209053,0.741,0.173,-4.779,0.0349,121.994,0.569,4
"15611",51,0.137,0.482,345693,0.751,0.162,-4.993,0.0467,148.048,0.521,11
"15612",55,0.063,0.546,226867,0.486,0.0892,-6.797,0.0255,78.866,0.289,20
"15613",63,0.517,0.457,205667,0.451,0.0928,-6.997,0.0289999999999999,74.923,0.185,16
"15614",40,8.34e-05,0.435,157827,0.986,0.572,-3.458,0.182,125.822,0.434,10
"15616",69,0.218,0.408,230000,0.582,0.159,-8.305,0.0508,114.926,0.365,22
"15617",60,0.0375,0.672,240426,0.291,0.0925,-7.843,0.0897,100.961,0.417,19
"15618",44,0.125,0.615,214333,0.82,0.319,-4.687,0.0282,153.983,0.741,18
"15619",50,1.81e-05,0.527,208240,0.764,0.144,-6.257,0.0419,102.924,0.662,5
"15620",46,0.58,0.747,243533,0.224,0.235,-14.586,0.0649,105.014,0.212,7
"15621",45,0.00325,0.547,209000,0.718,0.0718,-8.309,0.0269,137.978,0.868,13
"15622",55,0.639,0.494,240627,0.412,0.0631,-5.687,0.133,113.108,0.378,9
"15623",48,0.572,0.697,187242,0.251,0.122,-13.628,0.039,141.957,0.555,3
"15624",39,0.0311,0.689,145000,0.947,0.119,-4.099,0.0706,94.508,0.489,13
"15625",50,0.00267,0.185,230627,0.889,0.291,-5.491,0.0743,77.555,0.331,14
"15626",51,0.177,0.625,192987,0.87,0.0868,-4.496,0.0531,157.971,0.731,7
"15627",51,0.482,0.536,200373,0.664,0.0925,-4.735,0.0276,89.963,0.38,14
"15629",57,0.496,0.675,288659,0.397,0.333,-7.675,0.0413,119.395,0.322,11
"15630",45,0.693,0.702,170307,0.859,0.112,-5.861,0.0386,119.979,0.621,9
"15631",55,1.35e-05,0.403,206987,0.971,0.488,-4.159,0.112,148.324,0.184,3
"15632",58,0.388,0.768,178144,0.683,0.286,-7.173,0.0604,99.955,0.669,29
"15634",69,0.0125,0.426,166707,0.894,0.187,-6.699,0.174,108.725,0.63,11
"15636",47,0.000132,0.226,298641,0.823,0.0891,-5.425,0.0421,183.809,0.406,26
"15637",55,0.00225,0.485,273040,0.776,0.124,-5.472,0.0525,141.957,0.26,7
"15638",61,0.19,0.575,156280,0.335,0.12,-5.202,0.0675,115.513,0.504,8
"15639",62,0.00539,0.754,258173,0.496,0.0871,-8.7,0.0351,119.186,0.341,29
"15640",43,0.0273,0.393,218347,0.936,0.329,-3.39,0.0366,161.904,0.554,15
"15641",67,6.2e-05,0.374,260027,0.927,0.0575,-4.212,0.0652,141.957,0.301,7
"15642",46,0.0828,0.699,213626,0.702,0.0667,-7.955,0.0642,75.012,0.608,19
