"","popularity","acousticness","danceability","duration_ms","energy","liveness","loudness","speechiness","tempo","valence","length_title"
"43736",39,0.939,0.506,365303,0.18,0.0528,-21.086,0.0516,78.439,0.514,67
"43737",33,0.992,0.212,390253,0.0937,0.0925,-20.501,0.0514,84.207,0.0367,93
"43738",33,2.88e-06,0.405,255348,0.872,0.0976,-6.656,0.0389,107.5,0.0502,19
"43739",29,0.975,0.362,361013,0.037,0.148,-21.45,0.0372,67.229,0.179,88
"43741",1,0.993,0.334,294960,0.0985,0.107,-14.566,0.0352,173.401,0.0772,57
"43742",31,0.989,0.263,181467,0.0319,0.107,-29.708,0.057,67.066,0.389,31
"43743",1,0.98,0.518,221160,0.0293,0.263,-16.786,0.0441,66.229,0.239,56
"43744",21,0.917,0.164,265453,0.162,0.136,-19.294,0.0393,84.263,0.0374,57
"43746",39,0.757,0.168,283200,0.177,0.102,-15.69,0.036,82.009,0.121,44
"43747",47,0.949,0.144,178427,0.0307,0.0898,-30.109,0.0372,93.727,0.0358,39
"43748",32,0.99,0.317,70067,0.0137,0.0779,-36.803,0.0582,71.399,0.0661,28
"43749",30,0.000417,0.418,353480,0.947,0.272,-5.353,0.0877,120.043,0.114,14
"43750",43,0.982,0.191,384893,0.112,0.101,-25.688,0.0394,141.957,0.328,22
"43751",34,0.993,0.177,287000,0.0187,0.0971,-26.88,0.0475,68.471,0.105,59
"43753",30,0.994,0.349,401280,0.0575,0.0784,-22.831,0.0399,155.374,0.221,50
"43754",43,0.993,0.313,117387,0.026,0.163,-36.985,0.0445,69.446,0.252,75
"43755",39,0.991,0.256,296827,0.0303,0.176,-26.499,0.0405,171.813,0.0372,41
"43756",29,0.992,0.418,205427,0.0125,0.0538,-31.132,0.0722,107.565,0.0387,20
"43757",44,0.0212,0.448,210413,0.767,0.234,-6.391,0.0315,106.365,0.254,51
"43758",28,0.993,0.206,184440,0.0739,0.0872,-23.177,0.0442,80.623,0.166,42
"43760",36,0.994,0.28,348747,0.0671,0.105,-23.747,0.0436,84.516,0.0711,40
"43761",45,0.922,0.154,271973,0.128,0.112,-19.48,0.031,74.51,0.12,30
"43762",3,0.992,0.288,121702,0.0621,0.105,-22.708,0.0404,185.285,0.362,44
"43763",31,0.917,0.335,233840,0.243,0.321,-14.563,0.0421,132.582,0.349,22
"43765",29,0.995,0.451,382773,0.0852,0.0839,-20.08,0.042,83.555,0.157,41
"43766",42,0.972,0.0912,160227,0.0366,0.0989,-26.243,0.0449,76.052,0.0393,28
"43769",30,0.995,0.262,324000,0.0205,0.23,-26.423,0.0429,164.827,0.109,110
"43771",41,0.977,0.216,323440,0.0174,0.0843,-30.924,0.0448,67.318,0.0375,29
"43773",52,0.991,0.276,205200,0.0821,0.11,-23.464,0.0373,131.598,0.158,33
"43775",1,0.976,0.42,108067,0.244,0.721,-17.71,0.0494,105.315,0.449,85
"43777",35,0.995,0.29,165027,0.0217,0.103,-28.677,0.0553,84.531,0.0412,57
"43782",25,0.977,0.447,263107,0.0444,0.087,-24.481,0.0478,58.962,0.22,61
"43783",32,0.936,0.324,192308,0.111,0.635,-21.177,0.0453,63.033,0.135,38
"43784",31,0.843,0.548,190961,0.352,0.578,-18.607,0.037,117.632,0.342,98
"43785",37,0.968,0.171,222560,0.238,0.115,-14.916,0.0358,105.304,0.0987,50
"43786",40,0.993,0.401,268533,0.00172,0.0587,-37.535,0.0459,127.781,0.0365,72
"43787",37,0.974,0.326,264600,0.0413,0.128,-21.02,0.0324,96.38,0.0347,11
"43788",33,0.63,0.601,146707,0.47,0.281,-13.341,0.0291,110.735,0.88,25
"43790",27,0.983,0.269,206000,0.198,0.102,-20.032,0.0402,59.392,0.094,49
"43793",29,0.967,0.201,237720,0.0449,0.362,-20.958,0.0424,82.904,0.0396,43
"43794",36,0.902,0.455,182120,0.28,0.589,-15.904,0.0518,67.61,0.414,47
"43795",38,0.969,0.332,374653,0.171,0.23,-16.698,0.0583,76.216,0.337,32
"43797",32,0.992,0.278,129587,0.0224,0.0933,-29.72,0.0533,141.957,0.0386,88
"43798",45,0.99,0.239,289000,0.0647,0.0697,-23.727,0.0357,71.767,0.0584,39
"43800",9,0.971,0.208,147160,0.0068,0.113,-33.849,0.0361,178.948,0.254,97
"43802",40,0.975,0.329,229599,0.0867,0.108,-19.733,0.0404,122.058,0.0391,24
"43804",1,0.991,0.234,412587,0.328,0.124,-17.296,0.0377,88.95,0.23,47
"43807",30,0.992,0.178,211240,0.0817,0.345,-19.69,0.0485,84.749,0.314,63
"43811",1,0.981,0.437,133773,0.0681,0.109,-21.016,0.0417,141.787,0.523,44
"43813",47,0.986,0.0783,255773,0.0262,0.11,-28.431,0.0489,71.984,0.0241,12
"43814",31,0.959,0.622,322769,0.386,0.0857,-22.346,0.0558,107.298,0.263,48
"43815",40,0.91,0.551,153507,0.0407,0.0987,-21.267,0.0681,95.269,0.178,15
"43818",40,0.936,0.296,215680,0.0417,0.0833,-29.134,0.0678,141.957,0.0574,9
"43819",46,0.99,0.175,185493,0.00886,0.0867,-32.144,0.0457,66.935,0.0336,44
"43820",14,0.992,0.203,77600,0.0106,0.129,-21.555,0.0435,74.185,0.0664,59
"43821",35,0.973,0.359,181253,0.103,0.196,-24.361,0.0441,141.666,0.27,56
"43822",34,0.993,0.174,137000,0.125,0.0653,-23.176,0.0313,82.038,0.0746,64
"43823",39,0.374,0.429,246067,0.889,0.328,-9.256,0.106,126.946,0.372,14
"43825",67,0.9,0.257,151480,0.109,0.0762,-21.356,0.0597,75.02,0.307,51
"43826",49,0.802,0.541,324591,0.474,0.337,-10.353,0.0462,77.611,0.438,15
"43827",32,0.96,0.549,123053,0.218,0.131,-22.073,0.0374,101.414,0.886,13
"43828",22,0.975,0.297,157267,0.0471,0.636,-24.989,0.0526,83.325,0.27,76
"43829",38,0.94,0.134,192733,0.0338,0.0967,-28.421,0.0368,97.06,0.0339,23
"43830",27,0.991,0.406,183360,0.124,0.107,-22.158,0.0468,87.656,0.152,30
"43831",32,0.985,0.104,112400,0.0973,0.0892,-15.634,0.0384,78.846,0.065,17
"43832",39,0.964,0.103,283453,0.0289999999999999,0.0741,-25.303,0.0517,141.957,0.0324,53
"43834",30,0.968,0.484,230000,0.0572,0.107,-23.177,0.0511,84.375,0.23,41
"43835",30,6.35e-06,0.44,335282,0.987,0.0596,-2.304,0.129,134.984,0.257,19
"43837",53,0.0001629999999999,0.451,259173,0.887,0.566,-6.295,0.0506,94.967,0.324,8
"43839",36,0.957,0.118,211093,0.384,0.687,-14.579,0.0666,66.977,0.193,39
"43841",34,0.985,0.34,200360,0.0247,0.075,-26.467,0.0602,93.858,0.1,19
"43842",32,0.753,0.288,122472,0.382,0.094,-17.754,0.0451,125.827,0.032,10
"43843",4,0.896,0.163,224227,0.0686,0.214,-21.799,0.0385,130.279,0.0379,75
"43844",38,0.483,0.354,339960,0.871,0.889,-7.189,0.0761,102.675,0.631,15
"43845",40,0.99,0.333,272133,0.0124,0.0788,-28.777,0.0356,69.598,0.0739,63
"43846",44,0.95,0.367,339027,0.178,0.123,-17.777,0.0422,141.957,0.0995,8
"43848",45,0.974,0.259,331122,0.0448,0.107,-25.365,0.0499,75.4,0.247,42
"43849",42,0.0349,0.198,339573,0.687,0.154,-13.29,0.0467,113.241,0.299,9
"43850",34,0.99,0.489,330880,0.00407,0.0806,-21.808,0.053,66.121,0.0389,52
"43851",55,0.977,0.212,153937,0.135,0.125,-21.966,0.0485,91.658,0.0768,84
"43852",31,0.994,0.126,180613,0.0722,0.111,-22.114,0.043,79.09,0.0384,83
"43853",40,0.992,0.51,151520,0.0885,0.683,-27.083,0.0676,81.7,0.396,55
"43855",1,0.995,0.246,172867,0.039,0.0945,-22.591,0.0559999999999999,59.471,0.0759,73
"43857",1,0.99,0.378,120520,0.0522,0.105,-22.261,0.0453,141.957,0.106,80
"43858",44,0.991,0.203,328093,0.0174,0.113,-26.688,0.0412,63.933,0.0348,43
"43860",37,0.837,0.107,222840,0.136,0.203,-15.002,0.0339,82.053,0.039,13
"43861",37,0.876,0.205,334507,0.265,0.141,-17.603,0.0371,87.881,0.311,32
"43862",53,0.941,0.538,176467,0.0416,0.109,-25.889,0.0399,59.173,0.16,55
"43863",40,0.876,0.147,117907,0.0596,0.108,-27.06,0.0307,78.429,0.103,22
"43864",38,0.329,0.674,320800,0.883,0.133,-5.844,0.104,113.04,0.853,13
"43866",37,0.995,0.307,233573,0.0598,0.0678,-22.655,0.0432,141.957,0.0386,43
"43870",32,0.941,0.162,159133,0.128,0.121,-16.619,0.0406,141.957,0.0655,59
"43872",25,0.982,0.31,203000,0.0974,0.0693,-19.879,0.0535,95.665,0.114,28
"43873",26,0.811,0.358,102800,0.0929,0.544,-25.979,0.169,80.655,0.517,64
"43874",1,0.919,0.477,119800,0.169,0.139,-18.076,0.129,119.374,0.419,42
"43876",25,0.843,0.165,206680,0.0011,0.113,-42.512,0.0508,78.232,0.0381,23
"43878",14,0.956,0.291,330067,0.109,0.172,-22.543,0.0443,141.957,0.127,53
"43879",32,0.978,0.442,306733,0.22,0.22,-16.62,0.0878,167.137,0.695,75
"43880",27,0.962,0.278,288107,0.0851,0.116,-23.728,0.0447,152.111,0.208,52
"43882",26,0.952,0.517,198853,0.0336,0.11,-29.744,0.05,108.972,0.376,115
"43883",37,0.994,0.531,148480,0.13,0.127,-15.01,0.0512,141.957,0.356,43
"43884",30,0.985,0.379,284933,0.208,0.106,-19.943,0.0377,141.957,0.219,83
"43885",49,0.862,0.0916,247507,0.104,0.255,-20.199,0.0407,86.803,0.0364,49
"43886",29,0.975,0.169,282320,0.0951,0.109,-23.661,0.0386,130.577,0.065,12
"43888",1,0.943,0.391,149400,0.102,0.102,-21.511,0.0559999999999999,106.951,0.196,69
"43889",1,0.875,0.313,342840,0.141,0.948,-22.164,0.0687,139.007,0.34,54
"43890",45,0.899,0.0787,288640,0.0282,0.114,-29.025,0.0473,69.889,0.0381,94
"43893",1,0.912,0.567,120691,0.479,0.0366,-12.574,0.0428,141.957,0.963,51
"43894",37,0.987,0.275,330467,0.0637,0.117,-21.47,0.0374,96.208,0.12,94
"43895",32,0.66,0.251,250253,0.0657,0.114,-20.757,0.0449,133.095,0.15,50
"43897",30,0.993,0.415,260200,0.0542,0.0728,-21.366,0.0482,65.023,0.0382,41
"43898",33,0.966,0.109,171573,0.09,0.085,-17.53,0.0383,141.957,0.139,33
"43899",28,0.995,0.214,250837,0.192,0.103,-10.126,0.039,89.542,0.4,22
"43900",55,0.982,0.0623,185427,0.1,0.116,-20.607,0.0459,64.791,0.0359,13
"43901",18,0.966,0.378,162173,0.0385,0.406,-27.698,0.0564,121.058,0.324,83
"43902",30,0.000314,0.481,198160,0.98,0.096,-3.516,0.0541,140.036,0.496,19
"43903",31,0.609,0.459,149467,0.0996,0.144,-25.057,0.0347,127.58,0.699,159
"43904",35,0.928,0.474,82173,0.247,0.277,-14.832,0.0425,100.085,0.537,40
"43905",1,0.971,0.319,199480,0.0453,0.279,-31.834,0.0674,118.829,0.105,77
"43906",26,0.963,0.341,58467,0.263,0.0947,-23.405,0.03,141.957,0.563,51
"43908",34,0.985,0.241,264000,0.0912,0.168,-21.852,0.052,102.025,0.0784,25
"43910",35,0.996,0.281,163693,0.0185,0.102,-36.873,0.0459,141.957,0.313,102
"43911",41,0.995,0.248,347627,0.0129,0.0978,-29.527,0.0376,112.022,0.12,49
"43912",33,0.996,0.483,140173,0.00585,0.092,-30.275,0.0576,99.204,0.116,37
"43913",40,0.987,0.197,151227,0.0216,0.0675,-26.593,0.0412,90.132,0.0393,15
"43916",43,0.981,0.208,368280,0.0227,0.0776,-32.02,0.0384,77.269,0.0449,57
"43917",38,0.929,0.409,219267,0.193,0.0924,-22.529,0.0377,107.988,0.208,52
"43918",41,0.984,0.279,201133,0.0892,0.108,-17.352,0.0321,74.301,0.0384,36
"43919",48,0.879,0.401,186933,0.216,0.13,-17.448,0.0524,119.193,0.492,87
"43920",36,0.99,0.178,251560,0.0113,0.0962,-35.131,0.0403,141.957,0.0359,19
"43921",44,0.302,0.286,211392,0.546,0.103,-9.146,0.0321,140.226,0.182,10
"43922",1,0.949,0.463,129627,0.0693,0.0953,-24.526,0.144,71.749,0.176,80
"43926",43,0.988,0.308,396240,0.0558,0.122,-25.335,0.0448,66.975,0.0617,78
"43927",46,0.00894,0.454,294613,0.954,0.0659,-5.242,0.0607,163.995,0.287,6
"43930",25,0.933,0.277,229107,0.11,0.166,-30.234,0.0547,123.212,0.172,53
"43932",33,0.989,0.289,202840,0.0206,0.0801,-26.665,0.033,54.687,0.0768,59
"43933",33,0.847,0.314,210720,0.114,0.0978,-22.542,0.0695,83.764,0.133,37
"43934",35,0.987,0.176,392320,0.015,0.0635,-26.949,0.0373,90.11,0.0393,45
"43936",32,0.917,0.497,217546,0.415,0.211,-14.459,0.0384,118.808,0.879,29
"43937",30,0.995,0.378,161340,0.0886,0.0898,-20.617,0.0405,128.147,0.28,67
"43939",55,0.883,0.575,187720,0.174,0.108,-14.423,0.0424,113.134,0.381,70
"43941",1,0.981,0.19,104827,0.00777,0.107,-36.413,0.0395,78.69,0.118,74
"43942",42,0.0021899999999999,0.371,256187,0.935,0.169,-5.28,0.0689,100.172,0.224,8
"43945",14,0.972,0.573,180760,0.0221,0.117,-12.31,0.0557,81.792,0.213,11
"43947",34,0.954,0.335,358000,0.0691,0.0779,-20.884,0.0468,128.202,0.0809,33
"43948",1,0.974,0.518,174880,0.129,0.231,-20.791,0.0343,115.935,0.54,115
"43949",44,0.99,0.398,185707,0.0695,0.0875,-23.956,0.0394,58.65,0.19,35
"43950",49,0.994,0.262,205467,0.0521,0.0891,-25.832,0.052,93.587,0.114,18
"43951",28,0.996,0.353,114147,0.0447,0.095,-30.189,0.0385,127.941,0.459,71
"43952",29,0.987,0.113,400960,0.0749,0.075,-22.675,0.0456,86.059,0.035,250
"43953",28,0.92,0.153,271653,0.0703,0.0858,-23.002,0.0532,85.102,0.0479,31
"43954",33,0.98,0.197,245080,0.0284,0.129,-27.474,0.0488,82.731,0.0391,64
"43955",37,0.991,0.486,307427,0.0528,0.132,-20.552,0.0458,74.395,0.0766,5
"43958",39,0.993,0.335,160333,0.0737,0.104,-20.316,0.0349,73.132,0.0676,38
"43959",1,0.957,0.403,101227,0.121,0.108,-20.111,0.0484,139.701,0.766,44
"43961",36,0.00149,0.553,176651,0.761,0.067,-6.067,0.048,141.957,0.573,13
"43962",36,0.994,0.175,164347,0.0825,0.0918,-31.241,0.0546,157.776,0.154,11
"43963",38,0.553,0.19,175400,0.0453,0.425,-33.712,0.0364,112.487,0.0375,137
"43964",34,0.879,0.196,147560,0.0673,0.246,-25.98,0.0341,86.275,0.145,38
"43965",36,0.991,0.385,137533,0.196,0.106,-17.33,0.0352,141.957,0.79,13
"43966",43,0.99,0.206,379053,0.0579999999999999,0.09,-20.467,0.0441,176.377,0.0479,27
"43967",35,0.957,0.551,197200,0.305,0.089,-11.891,0.0383,122.862,0.556,15
"43970",30,0.958,0.159,318400,0.0163,0.243,-35.808,0.0502,132.645,0.0289,121
"43971",25,0.989,0.549,46667,0.13,0.12,-27.402,0.0277,83.409,0.922,51
"43972",35,0.954,0.434,334147,0.0872,0.0828,-29.463,0.0486,160.498,0.509,97
"43974",44,0.0324,0.517,251373,0.946,0.0892,-3.207,0.0549,132.009,0.49,26
"43975",43,0.993,0.477,152467,0.0036,0.111,-35.788,0.0379,70.213,0.387,20
"43978",31,0.995,0.306,186533,0.00707,0.109,-34.125,0.0421,70.325,0.119,40
"43979",31,0.809,0.609,187413,0.613,0.121,-8.63,0.0331,90.252,0.868,32
"43981",35,0.85,0.205,162333,0.125,0.145,-20.313,0.0357,83.559,0.0804,75
"43982",33,0.98,0.164,405573,0.0297,0.111,-22.71,0.0383,78.5,0.0615,31
"43984",38,0.948,0.105,263493,0.0355,0.0956,-25.317,0.0393,91.169,0.039,8
"43985",23,0.978,0.393,409972,0.0679,0.0881,-22.135,0.0397,141.957,0.441,74
"43986",32,0.99,0.273,412067,0.155,0.0474,-15.226,0.0399,141.957,0.227,56
"43988",42,0.959,0.231,290800,0.0698,0.157,-25.044,0.0436,95.7,0.442,56
"43989",46,0.983,0.282,159800,0.279,0.104,-22.318,0.0486,166.715,0.853,86
"43991",43,0.96,0.163,132800,0.0383,0.288,-29.085,0.0423,64.649,0.0323,41
"43993",31,0.978,0.384,346493,0.0921,0.175,-22.82,0.0389,60.008,0.0866,32
"43997",28,0.991,0.419,313667,0.132,0.0821,-22.437,0.0457,134.067,0.39,46
"43998",47,0.947,0.184,229933,0.104,0.0989,-23.917,0.0457,80.063,0.137,3
"43999",1,0.986,0.343,259040,0.0153,0.181,-30.433,0.0453,169.22,0.102,81
"44000",1,0.943,0.365,127227,0.138,0.612,-23.244,0.0547,96.378,0.358,62
"44001",36,0.831,0.506,208880,0.0234,0.0621,-28.023,0.0583,118.84,0.161,43
"44002",29,0.588,0.168,321620,0.213,0.0711,-18.047,0.038,131.206,0.0341,19
"44003",25,0.964,0.321,223840,0.274,0.0728,-15.28,0.0572,92.289,0.183,37
"44004",33,3.3e-05,0.359,345453,0.963,0.0796,-3.349,0.143,110.988,0.143,17
"44007",42,0.154,0.0906,148600,0.17,0.127,-20.966,0.038,165.99,0.0394,16
"44009",38,0.995,0.385,341440,0.0707,0.269,-22.637,0.0355,68.982,0.087,32
"44010",36,0.993,0.167,236907,0.0539,0.116,-28.217,0.0445,98.872,0.047,13
"44011",39,1.39e-05,0.44,223627,0.912,0.0938,-5.965,0.0435,141.957,0.488,13
"44012",1,0.979,0.381,302920,0.247,0.0771,-18.373,0.0512,103.709,0.0735,87
"44013",35,3e-05,0.544,399676,0.82,0.137,-5.23,0.0304,143.01,0.434,15
"44014",36,0.052,0.467,375065,0.539,0.3,-10.008,0.0286,71.922,0.274,22
"44016",36,0.992,0.357,114533,0.0856,0.1,-22.836,0.0518,106.639,0.422,16
"44017",38,0.515,0.352,291000,0.751,0.124,-8.022,0.061,113.195,0.247,59
"44020",31,0.772,0.0962,92627,0.12,0.103,-19.577,0.0396,141.957,0.224,3
"44021",13,0.985,0.528,312773,0.0473,0.139,-21.616,0.0505,141.957,0.282,77
"44022",31,0.551,0.345,235141,0.282,0.109,-11.888,0.0376,114.654,0.156,24
"44023",30,0.333,0.148,240133,0.0584,0.115,-28.888,0.0462,136.771,0.0264,38
"44024",26,0.644,0.0752,384133,0.046,0.345,-26.057,0.042,80.282,0.0373,96
"44026",44,0.973,0.366,180840,0.112,0.133,-20.967,0.043,66.72,0.0625,42
"44028",47,0.815,0.584,403693,0.387,0.112,-12.666,0.0397,113.257,0.443,21
"44029",35,0.991,0.326,368173,0.0681,0.0595,-22.752,0.0387,59.259,0.0375,42
"44030",10,0.985,0.287,172040,0.0273,0.0723,-17.412,0.0442,96.456,0.207,56
"44031",11,0.934,0.31,349533,0.127,0.109,-23.284,0.0498,135.423,0.298,63
"44032",49,0.951,0.336,167093,0.139,0.256,-18.404,0.0398,70.41,0.199,33
"44033",1,0.89,0.276,375480,0.0953,0.101,-22.145,0.0436,124.745,0.129,39
"44035",35,0.977,0.533,367138,0.107,0.101,-22.01,0.0599,141.957,0.662,84
"44037",35,0.927,0.302,394105,0.315,0.116,-16.84,0.0412,120.033,0.103,19
"44038",38,0.00299,0.448,312840,0.961,0.27,-4.847,0.117,149.961,0.259,12
"44039",43,0.994,0.282,368147,0.0221,0.11,-27.283,0.0349,65.699,0.0394,38
"44040",31,0.726,0.377,213253,0.111,0.109,-17.324,0.0588,96.688,0.137,81
"44042",24,0.985,0.365,166933,0.0934,0.0804,-26.372,0.0552,134.584,0.846,84
"44043",1,0.947,0.122,263373,0.11,0.506,-24.877,0.049,72.617,0.0564,73
"44044",49,0.00134,0.543,218615,0.93,0.235,-3.406,0.047,96.502,0.51,31
"44045",27,0.989,0.333,288894,0.00621,0.129,-35.318,0.0559,141.957,0.0397,50
"44046",1,0.96,0.298,411947,0.0855,0.678,-24.659,0.0592,141.957,0.0394,51
"44047",48,0.979,0.244,333733,0.107,0.159,-22.906,0.0348,106.323,0.0325,16
"44048",25,0.993,0.419,269893,0.0796,0.105,-20.825,0.0474,71.124,0.258,18
"44050",30,0.91,0.217,221293,0.0336,0.115,-23.267,0.0418,62.025,0.114,52
"44052",1,0.884,0.447,206179,0.369,0.246,-10.654,0.0391,125.926,0.605,52
"44055",34,0.992,0.306,296000,0.0589,0.0683,-22.149,0.0405,74.297,0.102,35
"44059",37,0.991,0.14,306173,0.0797,0.083,-26.97,0.0338,82.371,0.0465,49
"44060",43,0.895,0.344,231800,0.123,0.273,-19.007,0.0368,76.769,0.126,33
"44061",34,0.99,0.174,169493,0.2,0.176,-14.482,0.0352,95.555,0.0398,36
"44063",1,0.97,0.276,360733,0.0639,0.277,-28.089,0.0544,85.727,0.0601,70
"44065",36,0.973,0.191,357160,0.163,0.472,-22.123,0.0516,75.473,0.0376,65
"44066",27,0.911,0.207,129867,0.00618,0.0728,-34.329,0.0488,67.909,0.0366,81
"44067",31,0.97,0.651,260560,0.292,0.386,-17.902,0.0404,112.975,0.89,78
"44068",32,0.936,0.179,389000,0.0253,0.194,-28.013,0.0389,146.459,0.131,101
"44069",33,0.995,0.32,148533,0.00868,0.0685,-30.643,0.0577,72.626,0.105,29
"44070",37,0.995,0.233,135080,0.0212,0.105,-27.494,0.0427,105.938,0.156,94
"44071",57,0.994,0.311,375920,0.0075,0.0877,-30.619,0.0397,141.957,0.0387,38
"44072",33,0.99,0.382,325587,0.151,0.122,-16.028,0.0569,115.943,0.713,68
"44073",39,0.995,0.327,270893,0.0652,0.0972,-23.282,0.0359,70.549,0.108,32
"44074",27,0.996,0.368,287000,0.0483,0.192,-29.774,0.0482,99.96,0.448,61
"44075",33,0.0386,0.565,258267,0.87,0.158,-4.5,0.0385,141.957,0.146,32
"44076",39,0.992,0.388,219000,0.275,0.0935,-14.93,0.0424,177.509,0.454,19
"44077",38,0.926,0.194,264040,0.137,0.104,-19.995,0.0434,129.841,0.0486,70
"44079",43,0.731,0.343,212816,0.303,0.115,-10.89,0.032,134.513,0.111,52
"44080",1,0.783,0.505,55893,0.0433,0.152,-29.855,0.0786,81.837,0.405,120
"44081",4,0.961,0.303,131933,0.237,0.2,-14.991,0.0529,91.28,0.195,49
"44082",5,0.989,0.184,148813,0.367,0.655,-15.824,0.0508,83.483,0.125,91
"44083",34,0.229,0.535,286187,0.307,0.114,-12.601,0.0281,139.057,0.345,4
"44084",46,0.982,0.484,300107,0.266,0.222,-17.623,0.113,98.607,0.4,95
"44085",27,0.984,0.0978,200613,0.0415,0.126,-25.798,0.0438,141.957,0.0362,34
"44086",39,0.974,0.212,144693,0.0119,0.127,-35.609,0.0384,91.46,0.0423,37
"44087",35,0.982,0.316,163573,0.0417,0.117,-25.161,0.0498,111.238,0.364,63
"44088",36,0.993,0.385,339800,0.0115,0.117,-28.865,0.0438,63.843,0.162,43
"44089",33,0.991,0.375,334000,0.00749,0.0876,-25.457,0.0448,135.244,0.0728,60
"44090",38,0.949,0.274,386987,0.108,0.0562,-22.188,0.0456,107.023,0.125,72
"44091",45,0.000226,0.515,378507,0.818,0.18,-6.323,0.0462,153.06,0.213,9
"44094",28,0.921,0.157,243000,0.0279,0.106,-26.778,0.0447,80.133,0.0746,51
"44095",50,0.000269,0.544,291107,0.952,0.0954,-6.516,0.0483,94.007,0.351,20
"44096",26,0.977,0.112,390133,0.0973,0.069,-20.747,0.0531,62.701,0.0399,30
"44097",36,0.952,0.584,141920,0.477,0.0798,-12.619,0.0617,141.957,0.676,51
"44098",24,0.988,0.142,324707,0.00835,0.0797,-30.104,0.036,63.839,0.0416,51
"44099",37,0.995,0.355,174453,0.0762,0.0953,-23.119,0.0336,105.284,0.0937,36
"44101",35,0.954,0.24,176640,0.261,0.361,-14.835,0.0442,136.593,0.138,34
"44104",60,0.952,0.479,286667,0.174,0.115,-18.021,0.0371,103.577,0.296,28
"44106",12,0.92,0.435,402173,0.123,0.728,-21.403,0.0653,116.24,0.38,67
"44107",1,0.976,0.321,176987,0.149,0.724,-23.635,0.0472,99.301,0.178,59
"44108",45,0.734,0.0699,205400,0.306,0.064,-15.153,0.0346,72.355,0.0596,14
"44109",8,0.817,0.301,75507,0.253,0.0815,-23.801,0.0359,97.198,0.962,45
"44110",34,0.993,0.195,213307,0.0266,0.0729,-27.115,0.0414,132.311,0.0551,48
"44111",41,0.989,0.0639,174000,0.0555,0.113,-21.05,0.0487,70.231,0.0375,19
"44112",36,0.994,0.225,185240,0.0128,0.0708,-30.942,0.0421,60.829,0.0397,8
"44113",41,0.973,0.107,358973,0.126,0.0718,-14.464,0.0384,141.957,0.0374,35
"44114",40,0.973,0.247,153653,0.0949,0.117,-18.132,0.0439,135.963,0.0679,35
"44116",1,0.969,0.173,327866,0.0356,0.0772,-30.136,0.0442,118.7,0.0335,148
"44117",36,0.995,0.485,293893,0.0038299999999999,0.0502,-34.252,0.062,98.679,0.081,23
"44118",28,0.00654,0.163,349720,0.94,0.133,-3.849,0.179,194.611,0.137,30
"44119",55,0.985,0.203,259573,0.00399,0.111,-35.638,0.0405,74.253,0.0779,41
"44120",37,0.951,0.211,179133,0.0687,0.124,-22.753,0.0441,80.797,0.0928,32
"44121",34,0.945,0.426,344292,0.216,0.313,-19.69,0.0574,128.015,0.102,116
"44122",37,0.992,0.407,400861,0.156,0.104,-20.821,0.0325,78.157,0.218,107
"44123",42,0.975,0.218,165572,0.0432,0.0619,-28.719,0.0439,117.838,0.113,17
"44124",1,0.973,0.445,160613,0.287,0.364,-12.352,0.0297,138.496,0.317,26
"44125",54,0.926,0.442,144733,0.219,0.144,-17.568,0.057,141.957,0.587,55
"44126",26,0.996,0.592,41160,0.0134,0.267,-26.449,0.0462,109.796,0.432,97
"44132",28,0.994,0.458,203925,0.0621,0.107,-29.495,0.0517,141.957,0.224,68
"44133",52,0.959,0.369,142173,0.21,0.0905,-13.552,0.0437,131.714,0.391,39
"44134",1,0.962,0.161,336587,0.108,0.147,-19.156,0.0384,74.429,0.129,85
"44136",34,0.619,0.159,340013,0.104,0.279,-18.748,0.0387,69.024,0.0784,108
"44138",37,0.819,0.369,262685,0.308,0.104,-10.575,0.0315,70.027,0.079,46
"44140",48,0.893,0.54,173733,0.309,0.198,-10.126,0.036,99.249,0.601,10
"44142",25,0.976,0.17,197187,0.0463,0.0845,-26.446,0.0381,141.957,0.0349,37
"44143",27,0.995,0.322,292840,0.0897,0.107,-25.966,0.0476,70.222,0.145,49
"44147",41,0.00618,0.36,263360,0.828,0.168,-5.696,0.0406,84.789,0.216,12
"44148",30,0.992,0.206,220000,0.0181,0.11,-32.131,0.036,70.949,0.0904,55
"44150",30,0.984,0.0811,310160,0.0805,0.106,-21.793,0.0415,173.87,0.031,18
"44151",44,0.000572,0.39,329613,0.825,0.15,-5.676,0.0412,90.496,0.26,8
"44152",8,0.979,0.401,104213,0.0559999999999999,0.107,-21.384,0.0483,119.291,0.617,54
"44153",50,0.989,0.245,257787,0.00499,0.0699,-32.649,0.0476,73.206,0.101,42
"44154",31,0.974,0.425,351427,0.274,0.101,-13.4,0.0415,138.197,0.393,69
"44157",1,0.989,0.324,143073,0.00742,0.0891,-33.965,0.0367,76.749,0.118,74
"44158",29,0.98,0.143,105853,0.0491,0.064,-29.526,0.0559999999999999,73.212,0.0382,43
"44159",49,0.00446,0.469,248027,0.896,0.14,-5.007,0.0367,79.078,0.663,14
"44160",40,0.975,0.338,273400,0.126,0.107,-14.419,0.0284,79.882,0.0648,42
"44161",45,0.94,0.207,201987,0.269,0.108,-15.315,0.0385,154.176,0.0389,30
"44162",31,0.947,0.359,183267,0.18,0.218,-20.497,0.0417,111.766,0.538,49
